INSR_BEGIN,INSR_END,EFFECTIVE_YR,INSR_TYPE,INSURED_VALUE,PREMIUM,OBJECT_ID,PROD_YEAR,CARRYING_CAPACITY,TYPE_VEHICLE,CCM_TON,MAKE,USAGE,CLAIM_PAID
01-07-2011,30-06-2012,6,1202,808502.68,4344.58,5000032834,2009,7,Pick-up,2494,TOYOTA,Own Goods,
08-07-2012,07-07-2013,11,1202,301069.32,2645.15,5000032837,2006,7,Pick-up,2477,MITSUBISHI,Own Goods,4500
08-07-2011,07-07-2012,11,1202,301069.32,2544.942,5000032837,2006,7,Pick-up,2477,MITSUBISHI,Own Goods,2875
08-07-2012,07-07-2013,11,1202,406086.96,5126.94,5000032849,2006,7,Pick-up,2779,TOYOTA,Own Goods,
08-07-2011,07-07-2012,11,1202,406086.96,3962.762,5000032849,2006,7,Pick-up,2779,TOYOTA,Own Goods,139345.96
01-07-2013,30-06-2014,6,1202,615403.52,10283.9,5000032855,2008,0,Bus,4214,ROZA,Own service,
01-07-2012,30-06-2013,6,1202,615403.52,8660.33,5000032855,2008,0,Bus,4214,ROZA,Own service,4700
01-07-2011,30-06-2012,6,1202,615403.52,8490.484,5000032855,2008,0,Bus,4214,ROZA,Own service,
08-07-2012,07-07-2013,11,1202,120000,2329.76,5000032856,1991,7,Pick-up,2477,JIEFANG,Own Goods,
08-07-2011,07-07-2012,11,1202,120000,456.412,5000032856,1991,7,Pick-up,2477,JIEFANG,Own Goods,
01-07-2013,30-06-2014,6,1202,615403.52,7442.65,5000032859,2008,0,Bus,4214,ROZA,Own service,
01-07-2012,30-06-2013,6,1202,615403.52,7848.54,5000032859,2008,0,Bus,4214,ROZA,Own service,8625
01-07-2011,30-06-2012,6,1202,615403.52,6725.734,5000032859,2008,0,Bus,4214,ROZA,Own service,
18-04-2014,17-04-2015,12,1201,2691000,39904.65,5000032861,2011,0,Station Wagones,4164,TOYOTA,Private,
18-04-2013,17-04-2014,12,1201,2691000,32108.57,5000032861,2011,0,Station Wagones,4164,TOYOTA,Private,14200
18-04-2012,17-04-2013,12,1201,2691000,39904.4,5000032861,2011,0,Station Wagones,4164,TOYOTA,Private,
01-07-2013,30-06-2014,6,1202,615403.52,10283.9,5000032862,2008,0,Bus,4214,ROZA,Own service,18466
01-07-2012,30-06-2013,6,1202,615403.52,7848.54,5000032862,2008,0,Bus,4214,ROZA,Own service,5635
01-07-2011,30-06-2012,6,1202,615403.52,6725.734,5000032862,2008,0,Bus,4214,ROZA,Own service,
09-12-2011,08-12-2012,12,1202,745159,13909.94,5000032872,1981,66.6,Truck,6925,RENAULT,Own Goods,
03-10-2013,02-10-2014,13,1201,0,541.95,5000029668,1981,,Automobile,1285,VOLKSWAGON,Private,
20-07-2012,19-07-2013,6,1201,0,707.39,5000029668,1981,,Automobile,1285,VOLKSWAGON,Private,
20-07-2011,19-07-2012,6,1201,0,506.09,5000029668,1981,,Automobile,1285,VOLKSWAGON,Private,
08-08-2013,07-08-2014,11,1202,234992.32,3657.57,5000029875,2008,6,Pick-up,2400,TOYOTA,Own Goods,
08-08-2012,07-08-2013,11,1202,234992.32,3652.57,5000029875,2008,6,Pick-up,2400,TOYOTA,Own Goods,
08-08-2011,07-08-2012,11,1202,234992.32,3487.265,5000029875,2008,6,Pick-up,2400,TOYOTA,Own Goods,4763.55
08-07-2011,07-08-2011,7,1202,234992.32,153.23,5000029875,2008,6,Pick-up,2400,TOYOTA,Own Goods,
08-08-2013,07-08-2014,11,1202,234992.32,3652.57,5000029879,2008,6,Pick-up,2400,TOYOTA,Own Goods,140288
08-08-2012,07-08-2013,11,1202,234992.32,3652.57,5000029879,2008,6,Pick-up,2400,TOYOTA,Own Goods,12839.69
08-08-2011,07-08-2012,11,1202,234992.32,3487.265,5000029879,2008,6,Pick-up,2400,TOYOTA,Own Goods,
08-07-2011,07-08-2011,7,1202,234992.32,148.23,5000029879,2008,6,Pick-up,2400,TOYOTA,Own Goods,
15-11-2013,14-11-2014,8,1202,0,2814.55,5000030101,1977,89.5,Truck,11548,FIAT,General Cartage,
09-11-2012,08-11-2013,8,1202,0,2770.55,5000030101,1977,89.5,Truck,11548,FIAT,General Cartage,
09-11-2011,08-11-2012,8,1202,0,2770.3,5000030101,1977,89.5,Truck,11548,FIAT,General Cartage,
11-09-2013,10-09-2014,1,1202,65000,1537.43,5000030254,1989,7,Pick-up,2446,TOYOTA,Own Goods,
08-08-2012,07-08-2013,1,1202,65000,1537.43,5000030254,1989,7,Pick-up,2446,TOYOTA,Own Goods,
08-08-2011,07-08-2012,1,1202,65000,1333.895,5000030254,1989,7,Pick-up,2446,TOYOTA,Own Goods,
08-07-2011,07-08-2011,1,1202,65000,46,5000030254,1989,7,Pick-up,2446,TOYOTA,Own Goods,
08-07-2013,07-07-2014,80,1202,250000,4576.45,5000030848,2000,11,Bus,2389,NISSAN,Own service,
08-07-2012,07-07-2013,80,1202,250000,4576.45,5000030848,2000,11,Bus,2389,NISSAN,Own service,4600
08-07-2011,07-07-2012,11,1202,200000,3491.486,5000030848,2000,11,Bus,2389,NISSAN,Own service,700
08-07-2013,07-07-2014,80,1202,280000,4976.05,5000030852,2004,11,Bus,1998,TOYOTA,Own service,
08-07-2012,07-07-2013,80,1202,192477.67,4095.12,5000030852,2004,11,Bus,1998,TOYOTA,Own service,
08-07-2011,07-07-2012,11,1202,192477.67,3381.286,5000030852,2004,11,Bus,1998,TOYOTA,Own service,
19-09-2012,18-09-2013,11,1202,500000,12978.23,5000030862,1994,19,Bus,2499,IVECO,Own service,15030238.4
19-09-2011,18-09-2012,11,1202,450000,10645.64,5000030862,1994,19,Bus,2499,IVECO,Own service,
08-07-2011,07-07-2012,11,1202,160000,2948.686,5000030862,1994,19,Bus,2499,IVECO,Own service,
17-09-2013,16-09-2014,6,1202,2445717,622.25,5000030865,1997,120,Special construction,15115,CRANE,Special Construction,
19-09-2012,18-09-2013,6,1202,2445717,14690.45,5000030865,1997,120,Special construction,15115,CRANE,Special Construction,
08-07-2013,07-07-2014,80,1202,250000,5364.05,5000030866,1994,19,Bus,2499,TURBO BUS,Own service,
08-07-2012,07-07-2013,80,1202,250000,5364.05,5000030866,1994,19,Bus,2499,TURBO BUS,Own service,
08-07-2011,07-07-2012,11,1202,160000,2948.686,5000030866,1994,19,Bus,2499,TURBO BUS,Own service,
17-09-2013,16-09-2014,6,1202,4977913,617.25,5000030870,2001,16380,Special construction,0,CRANE,Special Construction,
19-09-2012,18-09-2013,6,1202,4977913,29266.26,5000030870,2001,16380,Special construction,0,CRANE,Special Construction,
08-07-2011,07-07-2012,6,1202,4977913,21455.316,5000030870,2001,16380,Special construction,0,CRANE,Special Construction,
08-07-2011,07-07-2012,11,1202,463000,8318.605,5000030875,1996,45,Bus,0,IVECO,Own service,
17-09-2013,16-09-2014,6,1202,3744220,617.25,5000030876,2000,163,Special construction,0,CRANE,Special Construction,
19-09-2012,18-09-2013,6,1202,3744220,22167.32,5000030876,2000,163,Special construction,0,CRANE,Special Construction,
08-07-2011,07-07-2012,6,1202,3744220,16357.086,5000030876,2000,163,Special construction,0,CRANE,Special Construction,
08-07-2011,07-07-2012,11,1202,469268.41,7068.146,5000030884,2007,11,Bus,0,MITSUBISHI,Own service,
08-07-2013,07-07-2014,80,1202,250000,4576.45,5000030887,1998,11,Bus,1998,TOYOTA,Own service,
08-07-2012,07-07-2013,80,1202,250000,4576.45,5000030887,1998,11,Bus,1998,TOYOTA,Own service,
08-07-2011,07-07-2012,11,1202,157000,2908.726,5000030887,1998,11,Bus,1998,TOYOTA,Own service,
08-07-2013,07-07-2014,80,1202,280000,4976.05,5000030891,2001,11,Bus,1998,TOYOTA,Own service,
08-07-2012,07-07-2013,80,1202,280000,4976.05,5000030891,2001,11,Bus,1998,TOYOTA,Own service,
08-07-2011,07-07-2012,11,1202,156000,2895.406,5000030891,2001,11,Bus,1998,TOYOTA,Own service,4600
08-07-2011,07-07-2012,11,1202,469268.41,8402.105,5000030907,2007,45,Bus,0,MERCEEDES,Own service,
12-07-2013,11-07-2014,6,1202,414000,6536.23,5000031161,2007,137.8,Trailers and semitrailers,0,CALABRESE,General Cartage,
12-07-2012,11-07-2013,6,1202,414000,6307.8,5000031161,2007,137.8,Trailers and semitrailers,0,CALABRESE,General Cartage,134407.78
13-01-2012,12-01-2013,12,1201,0,541.7,5000031161,2007,137.8,Trailers and semitrailers,0,CALABRESE,General Cartage,
03-07-2011,02-07-2012,6,1202,414000,7682.1,5000031161,2007,137.8,Trailers and semitrailers,0,CALABRESE,General Cartage,
03-08-2013,02-08-2014,10,1202,2800000,53819.46,5000031548,2008,155.7,Truck,12800,IVECO,General Cartage,
03-08-2012,02-08-2013,10,1202,2500000,37296.76,5000031548,2008,155.7,Truck,12800,IVECO,General Cartage,4681125
03-08-2011,02-08-2012,10,1202,2500000,34661.992,5000031548,2008,155.7,Truck,12800,IVECO,General Cartage,
24-09-2013,23-09-2014,9,1202,858000,24324.81,5000031823,2008,0,Truck,8226,ISUZU,General Cartage,
24-09-2012,23-09-2013,9,1202,858000,24664.96,5000031823,2008,0,Truck,8226,ISUZU,General Cartage,
24-09-2011,23-09-2012,9,1202,858000,22177.59,5000031823,2008,0,Truck,8226,ISUZU,General Cartage,
08-07-2013,07-07-2014,8,1202,400000,8513.69,5000031827,2003,24,Bus,2000,MITSUBISHI,Own service,
08-07-2012,07-07-2013,8,1202,400000,8973.66,5000031827,2003,24,Bus,2000,MITSUBISHI,Own service,
08-07-2011,07-07-2012,8,1202,400000,7260.416,5000031827,2003,24,Bus,2000,MITSUBISHI,Own service,
08-07-2013,07-07-2014,8,1202,451054.81,13477.64,5000031828,2004,45,Bus,2000,MITSUBISHI,Own service,
10-06-2012,09-06-2013,12,1202,352000,6242.19,5000031870,2008,399,Bus,0,ISUZU,General Cartage,
10-06-2012,09-06-2013,12,1202,686000,16248.34,5000031888,2008,97261,Truck,9726,SINO,General Cartage,22335.54
10-06-2012,09-06-2013,12,1202,686000,11379.51,5000031892,2008,399,Trailers and semitrailers,0,TRAILER,General Cartage,
10-01-2012,09-01-2013,12,1202,0,2814.3,5000031976,1979,100,Truck,11548,FIAT,General Cartage,
22-07-2011,21-07-2012,80,1202,279000,9480.776,5000031976,1979,100,Truck,11548,FIAT,General Cartage,
22-07-2013,21-07-2014,80,1202,350000,1993.04,5000031984,1990,66.6,Truck,0,IVECO,Own Goods,
22-07-2012,21-07-2013,80,1202,279000,10034.59,5000031984,1990,66.6,Truck,0,IVECO,Own Goods,
22-07-2011,21-07-2012,80,1202,279000,9496.033,5000031984,1990,66.6,Truck,0,IVECO,Own Goods,
22-07-2013,21-07-2014,80,1202,350000,1993.04,5000031986,1990,62.2,Truck,0,IVECO,Own Goods,
22-07-2012,21-07-2013,80,1202,279000,10034.59,5000031986,1990,62.2,Truck,0,IVECO,Own Goods,31407.2
22-07-2011,21-07-2012,80,1202,279000,9480.776,5000031986,1990,62.2,Truck,0,IVECO,Own Goods,
22-07-2013,21-07-2014,80,1202,220000,4286.13,5000031996,1982,100,Truck,0,FIAT,Own Goods,
22-07-2012,21-07-2013,80,1202,171000,7005.41,5000031996,1982,100,Truck,0,FIAT,Own Goods,
22-07-2011,21-07-2012,80,1202,0,4424.585,5000031996,1982,100,Truck,0,FIAT,Own Goods,3000
22-07-2013,21-07-2014,80,1202,220000,4167.03,5000032000,1990,100,Truck,0,FIAT,Own Goods,
22-07-2012,21-07-2013,80,1202,171000,7005.41,5000032000,1990,100,Truck,0,FIAT,Own Goods,
22-07-2011,21-07-2012,80,1202,0,5486.005,5000032000,1990,100,Truck,0,FIAT,Own Goods,
08-07-2012,07-07-2013,87,1202,360000,5556.4,5000032015,2010,5,Pick-up,4164,TOYOTA,Own Goods,
08-07-2011,07-07-2012,87,1202,360000,5297.854,5000032015,2010,5,Pick-up,4164,TOYOTA,Own Goods,9302.17
08-07-2012,07-07-2013,87,1202,421500,6382.32,5000032018,2010,6,Pick-up,2779,TOYOTA,Own Goods,
08-07-2011,07-07-2012,87,1202,421500,6118.774,5000032018,2010,6,Pick-up,2779,TOYOTA,Own Goods,
08-07-2012,07-07-2013,87,1202,421500,6382.32,5000032022,2010,6,Pick-up,2779,TOYOTA,Own Goods,
08-07-2011,07-07-2012,87,1202,421500,6118.774,5000032022,2010,6,Pick-up,2779,TOYOTA,Own Goods,
08-07-2012,07-07-2013,87,1202,421500,6382.32,5000032026,2010,6,Pick-up,2779,TOYOTA,Own Goods,
08-07-2011,07-07-2012,87,1202,421500,6118.774,5000032026,2010,6,Pick-up,2779,TOYOTA,Own Goods,
08-07-2012,07-07-2013,87,1202,421500,6382.32,5000032028,2010,5,Pick-up,2779,TOYOTA,Own Goods,
08-07-2011,07-07-2012,87,1202,421500,6118.774,5000032028,2010,5,Pick-up,2779,TOYOTA,Own Goods,
08-07-2012,07-07-2013,87,1202,421500,6382.32,5000032032,2010,6,Pick-up,2779,TOYOTA,Own Goods,
08-07-2011,07-07-2012,87,1202,421500,6118.774,5000032032,2010,6,Pick-up,2779,TOYOTA,Own Goods,
08-07-2012,07-07-2013,87,1202,360000,5556.4,5000032034,2011,2011,Bus,8650,BISHOFTU,Fare Paying Passengers,
08-07-2011,07-07-2012,87,1202,360000,5292.854,5000032034,2011,2011,Bus,8650,BISHOFTU,Fare Paying Passengers,70815.99
08-07-2012,07-07-2013,87,1202,72000,1688.68,5000032035,2010,6,Pick-up,2779,TOYOTA,Own Goods,
08-07-2011,07-07-2012,87,1202,72000,1425.134,5000032035,2010,6,Pick-up,2779,TOYOTA,Own Goods,
05-08-2013,04-08-2014,11,1202,606012,10955.91,5000032041,2010,226.3,Trailers and semitrailers,3000,MESFIN,General Cartage,
05-08-2012,04-08-2013,11,1202,606012,13486.37,5000032041,2010,226.3,Trailers and semitrailers,3000,MESFIN,General Cartage,
08-07-2012,07-07-2013,87,1202,728263,10154.177,5000032041,2010,226.3,Trailers and semitrailers,3000,MESFIN,General Cartage,
05-08-2011,04-08-2012,11,1202,606012,5102.822,5000032041,2010,226.3,Trailers and semitrailers,3000,MESFIN,General Cartage,
08-07-2011,07-07-2012,87,1202,728263,9948.381,5000032041,2010,226.3,Trailers and semitrailers,3000,MESFIN,General Cartage,
08-07-2012,07-07-2013,87,1202,728263,11877.03,5000032043,2010,145,Truck,13798,IVECO,Own Goods,
08-07-2011,07-07-2012,87,1202,728263,11108.683,5000032043,2010,145,Truck,13798,IVECO,Own Goods,
08-07-2012,07-07-2013,87,1202,728263,11877.03,5000032046,2010,145,Truck,13798,IVECO,Own Goods,
08-07-2011,07-07-2012,87,1202,728263,11108.683,5000032046,2010,145,Truck,13798,IVECO,Own Goods,
08-07-2012,07-07-2013,87,1202,275000,5540.18,5000032050,2010,300,Truck,12779,FIAT,Own Goods,
08-07-2011,07-07-2012,87,1202,275000,4863.507,5000032050,2010,300,Truck,12779,FIAT,Own Goods,
08-07-2012,07-07-2013,87,1202,230000,3810.55,5000032052,2010,6,Pick-up,2778,TOYOTA,Own Goods,
08-07-2011,07-07-2012,87,1202,230000,3547.004,5000032052,2010,6,Pick-up,2778,TOYOTA,Own Goods,
08-07-2012,07-07-2013,87,1202,675046,11317.44,5000032054,2010,170,Truck,0,IVECO,Own Goods,
08-07-2011,07-07-2012,87,1202,675046,10492.157,5000032054,2010,170,Truck,0,IVECO,Own Goods,
08-07-2012,07-07-2013,87,1202,230000,3810.55,5000032056,2010,6,Pick-up,2779,TOYOTA,Own Goods,13413.78
08-07-2011,07-07-2012,87,1202,230000,3547.004,5000032056,2010,6,Pick-up,2779,TOYOTA,Own Goods,
08-07-2012,07-07-2013,87,1202,200000,3407.67,5000032057,2010,5,Pick-up,2779,TOYOTA,Own Goods,
08-07-2011,07-07-2012,87,1202,200000,3144.124,5000032057,2010,5,Pick-up,2779,TOYOTA,Own Goods,
08-07-2012,07-07-2013,87,1202,303000,4790.91,5000032059,2010,5,Pick-up,2779,TOYOTA,Own Goods,
08-07-2011,07-07-2012,87,1202,303000,4527.364,5000032059,2010,5,Pick-up,2779,TOYOTA,Own Goods,
08-07-2012,07-07-2013,87,1202,316500,4982.22,5000032061,2010,7,Pick-up,2779,TOYOTA,Own Goods,89733
08-07-2011,07-07-2012,87,1202,316500,4708.674,5000032061,2010,7,Pick-up,2779,TOYOTA,Own Goods,
26-11-2013,25-11-2014,11,1202,690000,6105.33,5000032062,1991,90.3,Truck,2779,SCANIA,Own Goods,
08-07-2012,07-07-2013,87,1202,316500,6197.12,5000032062,1991,90.3,Truck,2779,SCANIA,Own Goods,
27-11-2012,26-11-2013,11,1202,690000,6517.29,5000032062,1991,90.3,Truck,2779,SCANIA,Own Goods,
30-09-2011,29-09-2012,11,1202,290233.78,4181.844,5000032062,1991,90.3,Truck,2779,SCANIA,Own Goods,
08-07-2011,07-07-2012,87,1202,316500,5480.72,5000032062,1991,90.3,Truck,2779,SCANIA,Own Goods,
16-07-2013,15-07-2014,9,1201,160000,2655.24,5000029486,1992,,Automobile,1295,TOYOTA,Private,
15-07-2012,14-07-2013,9,1201,160000,2568.83,5000029486,1992,,Automobile,1295,TOYOTA,Private,
15-07-2011,14-07-2012,9,1201,160000,2686.5,5000029486,1992,,Automobile,1295,TOYOTA,Private,
04-09-2013,03-09-2014,11,1202,300725,3569.75,5000029673,2002,7,Pick-up,2774,TOYOTA,Own Goods,77020
08-07-2012,07-07-2013,11,1202,300725,2979.78,5000029673,2002,7,Pick-up,2774,TOYOTA,Own Goods,64112.5
08-07-2011,07-07-2012,11,1202,300725,2875.72,5000029673,2002,7,Pick-up,2774,TOYOTA,Own Goods,
08-07-2011,07-07-2012,11,1202,300725,3082.3,5000029674,2002,7,Pick-up,2774,TOYOTA,Own Goods,1387216.32
04-09-2013,03-09-2014,11,1202,244926,6861.37,5000029676,2002,0,Bus,4164,MERCEEDES,Own service,
08-07-2012,07-07-2013,11,1202,244926,8022.2,5000029676,2002,0,Bus,4164,MERCEEDES,Own service,
08-07-2011,07-07-2012,11,1202,244926,5747.015,5000029676,2002,0,Bus,4164,MERCEEDES,Own service,16355.82
30-09-2013,29-09-2014,5,1201,110000,2016.29,5000030646,1989,,Automobile,2446,TOYOTA,Private,30076.86
30-09-2012,29-09-2013,5,1201,110000,1397.5,5000030646,1989,,Automobile,2446,TOYOTA,Private,
30-09-2011,29-09-2012,5,1201,0,2096.347,5000030646,1989,,Automobile,2446,TOYOTA,Private,42734
10-06-2012,09-06-2013,12,1202,352000,6242.19,5000032016,2008,399,Trailers and semitrailers,0,TRAILER,General Cartage,
10-06-2012,09-06-2013,12,1202,686000,16069.98,5000032025,2008,97261,Truck,9726,SINO,General Cartage,14882.5
10-06-2012,09-06-2013,12,1202,352000,6541.29,5000032029,2008,399,Trailers and semitrailers,0,TRAILER,General Cartage,
10-06-2012,09-06-2013,12,1202,686000,18145.74,5000032033,2008,97261,Truck,9726,SINO,General Cartage,6398.7
10-06-2012,09-06-2013,12,1202,686000,8756.77,5000032037,2008,97261,Truck,9727,TRAKKER,General Cartage,
10-06-2012,09-06-2013,12,1202,352000,4090.85,5000032038,2008,399,Trailers and semitrailers,0,ZZ,General Cartage,
10-06-2012,09-06-2013,12,1202,686000,8793.55,5000032039,2014,0,Bus,4334,ISUZU,Fare Paying Passengers,
10-06-2012,09-06-2013,12,1202,352000,4196.45,5000032045,2008,399,Trailers and semitrailers,0,ZZ,General Cartage,
10-06-2012,09-06-2013,12,1202,686000,11235.48,5000032060,2008,97261,Truck,9726,ZZ,General Cartage,849439.43
10-06-2012,09-06-2013,12,1202,686000,8534.41,5000032067,2008,97261,Truck,9726,IVECO,General Cartage,
10-06-2012,09-06-2013,12,1202,352000,6242.19,5000032069,2008,399,Trailers and semitrailers,0,MESFIN,General Cartage,
09-01-2014,08-01-2015,8,1202,917960.76,7639.67,5000032073,2006,6.2,Pick-up,2494,TOYOTA,Own Goods,
09-01-2013,08-01-2014,8,1202,917960.76,5578.26,5000032073,2006,6.2,Pick-up,2494,TOYOTA,Own Goods,39443
09-01-2012,08-01-2013,8,1202,917960.76,5950.82,5000032073,2006,6.2,Pick-up,2494,TOYOTA,Own Goods,
10-06-2012,09-06-2013,12,1202,352000,6242.19,5000032107,2008,399,Trailers and semitrailers,0,MESFIN,General Cartage,
08-07-2013,07-07-2014,13,1202,0,1822.6,5000032394,2006,7,Station Wagones,4146,TOYOTA,Private,
08-07-2012,07-07-2013,95,1201,725000,6544.25,5000032394,2006,7,Station Wagones,4146,TOYOTA,Private,
08-07-2011,07-07-2012,95,1201,740000,8747.585,5000032394,2006,7,Station Wagones,4146,TOYOTA,Private,
10-06-2012,09-06-2013,12,1202,352000,6748.87,5000032086,2008,399,Trailers and semitrailers,0,SCHMITZ,General Cartage,
25-12-2013,24-12-2014,12,1202,1600000,47104.86,5000032426,2007,17006,Tanker,13798,IVECO,General Cartage,
25-12-2012,24-12-2013,12,1202,1600000,45358.99,5000032426,2007,17006,Tanker,13798,IVECO,General Cartage,
06-09-2011,05-09-2012,7,1202,0,33953.539,5000032426,2007,17006,Tanker,13798,IVECO,General Cartage,1117805
25-12-2013,24-12-2014,12,1202,400000,12672.45,5000032428,2007,25994,Trailers and semitrailers,0,MARU,General Cartage,
25-12-2012,24-12-2013,12,1202,400000,11764.23,5000032428,2007,25994,Trailers and semitrailers,0,MARU,General Cartage,
06-09-2011,05-09-2012,7,1202,358800,10066.908,5000032428,2007,25994,Trailers and semitrailers,0,MARU,General Cartage,558902.5
08-07-2013,07-07-2014,94,1202,0,106.73,5000032442,1982,,Tractor,0,ZZ,Own Goods,
08-07-2012,07-07-2013,94,1202,0,690.28,5000032442,1982,,Tractor,0,ZZ,Own Goods,
08-07-2011,07-07-2012,94,1202,0,525.575,5000032442,1982,,Tractor,0,ZZ,Own Goods,
10-06-2012,09-06-2013,12,1202,686000,8534.41,5000032090,2008,97261,Truck,9780,NISSAN,General Cartage,
08-07-2012,07-07-2013,94,1202,0,703.62,5000032443,1982,15,Tractor,0,IVECO,Own Goods,
08-07-2011,07-07-2012,94,1202,0,540.595,5000032443,1982,15,Tractor,0,IVECO,Own Goods,
08-07-2013,07-07-2014,94,1202,0,106.73,5000032463,1982,,Tractor,0,NATFA,Own Goods,
08-07-2012,07-07-2013,94,1202,0,690.28,5000032463,1982,,Tractor,0,NATFA,Own Goods,
08-07-2011,07-07-2012,94,1202,0,513.905,5000032463,1982,,Tractor,0,NATFA,Own Goods,
10-06-2012,09-06-2013,12,1202,352000,6242.19,5000032097,2008,399,Trailers and semitrailers,0,MESFIN,General Cartage,649439.43
10-06-2012,09-06-2013,12,1202,686000,9178,5000032098,2008,97.5,Truck,9726,IVECO,General Cartage,
10-06-2012,09-06-2013,12,1202,352000,7319.73,5000032103,2008,399,Trailers and semitrailers,0,MESFIN,General Cartage,222048
08-07-2013,07-07-2014,94,1202,0,118.4,5000032469,1982,0,Tractor,0,IVECO,Own Goods,
08-07-2012,07-07-2013,94,1202,0,696.95,5000032469,1982,0,Tractor,0,IVECO,Own Goods,
08-07-2011,07-07-2012,94,1202,0,527.245,5000032469,1982,0,Tractor,0,IVECO,Own Goods,
08-07-2013,07-07-2014,94,1202,0,106.73,5000032474,1982,5,Tractor,0,IVECO,Own Goods,
08-07-2012,07-07-2013,94,1202,0,690.28,5000032474,1982,5,Tractor,0,IVECO,Own Goods,
08-07-2011,07-07-2012,94,1202,0,513.905,5000032474,1982,5,Tractor,0,IVECO,Own Goods,
08-07-2013,07-07-2014,94,1202,0,106.73,5000032478,1982,5,Tractor,0,IVECO,Own Goods,
